Date,Time,A,B,C
2024/7/1,1:31:10,55.7,6.03,-50.4
2024/7/1,1:31:20,55.8,6.04,-50.5
2024/7/1,1:31:30,55.9,6.05,-50.6
2024/7/1,1:31:40,56,6.06,-50.7
2024/7/1,1:31:50,56.1,6.07,-50.8
2024/7/1,1:32:00,56.2,6.08,-50.9
2024/7/1,1:32:10,56.3,6.09,-51
2024/7/1,1:32:20,56.4,6.1,-51.1
2024/7/1,1:32:30,56.5,6.11,-51.2
2024/7/1,1:32:40,56.6,6.12,-51.3
2024/7/1,1:32:50,56.7,6.13,-51.4
2024/7/1,1:33:00,56.8,6.14,-51.5
2024/7/1,1:33:10,56.9,6.15,-51.6
2024/7/1,1:33:20,57,6.16,-51.7
2024/7/1,1:33:30,57.1,6.17,-51.8
2024/7/1,1:33:40,57.2,6.18,-51.9
2024/7/1,1:33:50,57.3,6.19,-52
2024/7/1,1:34:00,57.4,6.2,-52.1
2024/7/1,1:34:10,57.5,6.21,-52.2
2024/7/1,1:34:20,57.6,6.22,-52.3
2024/7/1,1:34:30,57.7,6.23,-52.4
2024/7/1,1:34:40,57.8,6.24,-52.5
2024/7/1,1:34:50,57.9,6.25,-52.6
2024/7/1,1:35:00,58,6.26,-52.7
2024/7/1,1:35:10,58.1,6.27,-52.8
2024/7/1,1:35:20,58.2,6.28,-52.9
2024/7/1,1:35:30,58.3,6.29,-53
2024/7/1,1:35:40,58.4,6.3,-53.1
2024/7/1,1:35:50,58.5,6.31,-53.2
2024/7/1,1:36:00,58.6,6.32,-53.3
2024/7/1,1:36:10,58.7,6.33,-53.4
2024/7/1,1:36:20,58.8,6.34,-53.5
2024/7/1,1:36:30,58.9,6.35,-53.6
2024/7/1,1:36:40,59,6.36,-53.7
2024/7/1,1:36:50,59.1,6.37,-53.8
2024/7/1,1:37:00,59.2,6.38,-53.9
2024/7/1,1:37:10,59.3,6.39,-54
2024/7/1,1:37:20,59.4,6.4,-54.1
2024/7/1,1:37:30,59.5,6.41,-54.2
2024/7/1,1:37:40,59.6,6.42,-54.3
2024/7/1,1:37:50,59.7,6.43,-54.4
2024/7/1,1:38:00,59.8,6.44,-54.5
2024/7/1,1:38:10,59.9,6.45,-54.6
2024/7/1,1:38:20,60,6.46,-54.7
2024/7/1,1:38:30,60.1,6.47,-54.8
2024/7/1,1:38:40,60.2,6.48,-54.9
2024/7/1,1:38:50,60.3,6.49,-55
2024/7/1,1:39:00,60.4,6.5,-55.1
2024/7/1,1:39:10,60.5,6.51,-55.2
2024/7/1,1:39:20,60.6,6.52,-55.3
2024/7/1,1:39:30,60.7,6.53,-55.4
2024/7/1,1:39:40,60.8,6.54,-55.5
2024/7/1,1:39:50,60.9,6.55,-55.6
2024/7/1,1:40:00,61,6.56,-55.7
2024/7/1,1:40:10,61.1,6.57,-55.8
2024/7/1,1:40:20,61.2,6.58,-55.9
2024/7/1,1:40:30,61.3,6.59,-56
2024/7/1,1:40:40,61.4,6.6,-56.1
2024/7/1,1:40:50,61.5,6.61,-56.2
2024/7/1,1:41:00,61.6,6.62,-56.3
2024/7/1,1:41:10,61.7,6.63,-56.4
2024/7/1,1:41:20,61.8,6.64,-56.5
2024/7/1,1:41:30,61.9,6.65,-56.6
2024/7/1,1:41:40,62,6.66,-56.7
2024/7/1,1:41:50,62.1,6.67,-56.8
2024/7/1,1:42:00,62.2,6.68,-56.9
2024/7/1,1:42:10,62.3,6.69,-57
2024/7/1,1:42:20,62.4,6.7,-57.1
2024/7/1,1:42:30,62.5,6.71,-57.2
2024/7/1,1:42:40,62.6,6.72,-57.3
2024/7/1,1:42:50,62.7,6.73,-57.4
2024/7/1,1:43:00,62.8,6.74,-57.5
2024/7/1,1:43:10,62.9,6.75,-57.6
2024/7/1,1:43:20,63,6.76,-57.7
2024/7/1,1:43:30,63.1,6.77,-57.8
2024/7/1,1:43:40,63.2,6.78,-57.9
2024/7/1,1:43:50,63.3,6.79,-58
2024/7/1,1:44:00,63.4,6.8,-58.1
2024/7/1,1:44:10,63.5,6.81,-58.2
2024/7/1,1:44:20,63.6,6.82,-58.3
2024/7/1,1:44:30,63.7,6.83,-58.4
2024/7/1,1:44:40,63.8,6.84,-58.5
2024/7/1,1:44:50,63.9,6.85,-58.6
2024/7/1,1:45:00,64,6.86,-58.7
2024/7/1,1:45:10,64.1,6.87,-58.8
2024/7/1,1:45:20,64.2,6.88,-58.9
2024/7/1,1:45:30,64.3,6.89,-59
2024/7/1,1:45:40,64.4,6.9,-59.1
2024/7/1,1:45:50,64.5,6.91,-59.2
2024/7/1,1:46:00,64.6,6.92,-59.3
2024/7/1,1:46:10,64.7,6.93,-59.4
2024/7/1,1:46:20,64.8,6.94,-59.5
2024/7/1,1:46:30,64.9,6.95,-59.6
2024/7/1,1:46:40,65,6.96,-59.7
2024/7/1,1:46:50,65.1,6.97,-59.8
2024/7/1,1:47:00,65.2,6.98,-59.9
2024/7/1,1:47:10,65.3,6.99,-60
2024/7/1,1:47:20,65.4,7,-60.1
2024/7/1,1:47:30,65.5,7.01,-60.2
2024/7/1,1:47:40,65.6,7.02,-60.3
2024/7/1,1:47:50,65.7,7.03,-60.4
2024/7/1,1:48:00,65.8,7.04,-60.5
2024/7/1,1:48:10,65.9,7.05,-60.6
2024/7/1,1:48:20,66,7.06,-60.7
2024/7/1,1:48:30,66.1,7.07,-60.8
2024/7/1,1:48:40,66.2,7.08,-60.9
2024/7/1,1:48:50,66.3,7.09,-61
2024/7/1,1:49:00,66.4,7.1,-61.1
2024/7/1,1:49:10,66.5,7.11,-61.2
2024/7/1,1:49:20,66.6,7.12,-61.3
2024/7/1,1:49:30,66.7,7.13,-61.4
2024/7/1,1:49:40,66.8,7.14,-61.5
2024/7/1,1:49:50,66.9,7.15,-61.6
2024/7/1,1:50:00,67,7.16,-61.7
2024/7/1,1:50:10,67.1,7.17,-61.8
2024/7/1,1:50:20,67.2,7.18,-61.9
2024/7/1,1:50:30,67.3,7.19,-62
2024/7/1,1:50:40,67.4,7.2,-62.1
2024/7/1,1:50:50,67.5,7.21,-62.2
2024/7/1,1:51:00,67.6,7.22,-62.3
2024/7/1,1:51:10,67.7,7.23,-62.4
2024/7/1,1:51:20,67.8,7.24,-62.5
2024/7/1,1:51:30,67.9,7.25,-62.6
2024/7/1,1:51:40,68,7.26,-62.7
2024/7/1,1:51:50,68.1,7.27,-62.8
2024/7/1,1:52:00,68.2,7.28,-62.9
2024/7/1,1:52:10,68.3,7.29,-63
2024/7/1,1:52:20,68.4,7.3,-63.1
2024/7/1,1:52:30,68.5,7.31,-63.2
2024/7/1,1:52:40,68.6,7.32,-63.3
2024/7/1,1:52:50,68.7,7.33,-63.4
2024/7/1,1:53:00,68.8,7.34,-63.5
2024/7/1,1:53:10,68.9,7.35,-63.6
2024/7/1,1:53:20,69,7.36,-63.7
2024/7/1,1:53:30,69.1,7.37,-63.8
2024/7/1,1:53:40,69.2,7.38,-63.9
2024/7/1,1:53:50,69.3,7.39,-64
2024/7/1,1:54:00,69.4,7.4,-64.1
2024/7/1,1:54:10,69.5,7.41,-64.2
2024/7/1,1:54:20,69.6,7.42,-64.3
2024/7/1,1:54:30,69.7,7.43,-64.4
2024/7/1,1:54:40,69.8,7.44,-64.5
2024/7/1,1:54:50,69.9,7.45,-64.6
2024/7/1,1:55:00,70,7.46,-64.7
2024/7/1,1:55:10,70.1,7.47,-64.8
2024/7/1,1:55:20,70.2,7.48,-64.9
2024/7/1,1:55:30,70.3,7.49,-65
2024/7/1,1:55:40,70.4,7.5,-65.1
2024/7/1,1:55:50,70.5,7.51,-65.2
2024/7/1,1:56:00,70.6,7.52,-65.3
2024/7/1,1:56:10,70.7,7.53,-65.4
2024/7/1,1:56:20,70.8,7.54,-65.5
2024/7/1,1:56:30,70.9,7.55,-65.6
2024/7/1,1:56:40,71,7.56,-65.7
2024/7/1,1:56:50,71.1,7.57,-65.8
2024/7/1,1:57:00,71.2,7.58,-65.9
2024/7/1,1:57:10,71.3,7.59,-66
2024/7/1,1:57:20,71.4,7.6,-66.1
2024/7/1,1:57:30,71.5,7.61,-66.2
2024/7/1,1:57:40,71.6,7.62,-66.3
2024/7/1,1:57:50,71.7,7.63,-66.4
2024/7/1,1:58:00,71.8,7.64,-66.5
2024/7/1,1:58:10,71.9,7.65,-66.6
2024/7/1,1:58:20,72,7.66,-66.7
2024/7/1,1:58:30,72.1,7.67,-66.8
2024/7/1,1:58:40,72.2,7.68,-66.9
2024/7/1,1:58:50,72.3,7.69,-67
2024/7/1,1:59:00,72.4,7.7,-67.1
2024/7/1,1:59:10,72.5,7.71,-67.2
2024/7/1,1:59:20,72.6,7.72,-67.3
2024/7/1,1:59:30,72.7,7.73,-67.4
2024/7/1,1:59:40,72.8,7.74,-67.5
2024/7/1,1:59:50,72.9,7.75,-67.6
2024/7/1,2:00:00,73,7.76,-67.7
2024/7/1,2:00:10,73.1,7.77,-67.8
2024/7/1,2:00:20,73.2,7.78,-67.9
2024/7/1,2:00:30,73.3,7.79,-68
2024/7/1,2:00:40,73.4,7.8,-68.1
2024/7/1,2:00:50,73.5,7.81,-68.2
2024/7/1,2:01:00,73.6,7.82,-68.3
2024/7/1,2:01:10,73.7,7.83,-68.4
2024/7/1,2:01:20,73.8,7.84,-68.5
2024/7/1,2:01:30,73.9,7.85,-68.6
2024/7/1,2:01:40,74,7.86,-68.7
2024/7/1,2:01:50,74.1,7.87,-68.8
2024/7/1,2:02:00,74.2,7.88,-68.9
2024/7/1,2:02:10,74.3,7.89,-69
2024/7/1,2:02:20,74.4,7.9,-69.1
2024/7/1,2:02:30,74.5,7.91,-69.2
2024/7/1,2:02:40,74.6,7.92,-69.3
2024/7/1,2:02:50,74.7,7.93,-69.4
2024/7/1,2:03:00,74.8,7.94,-69.5
2024/7/1,2:03:10,74.9,7.95,-69.6
2024/7/1,2:03:20,75,7.96,-69.7
2024/7/1,2:03:30,75.1,7.97,-69.8
2024/7/1,2:03:40,75.2,7.98,-69.9
2024/7/1,2:03:50,75.3,7.99,-70
2024/7/1,2:04:00,75.4,8,-70.1
2024/7/1,2:04:10,75.5,8.01,-70.2
2024/7/1,2:04:20,75.6,8.02,-70.3
2024/7/1,2:04:30,75.7,8.03,-70.4
2024/7/1,2:04:40,75.8,8.04,-70.5
2024/7/1,2:04:50,75.9,8.05,-70.6
2024/7/1,2:05:00,76,8.06,-70.7
2024/7/1,2:05:10,76.1,8.07,-70.8
2024/7/1,2:05:20,76.2,8.08,-70.9
2024/7/1,2:05:30,76.3,8.09,-71
2024/7/1,2:05:40,76.4,8.1,-71.1
2024/7/1,2:05:50,76.5,8.11,-71.2
2024/7/1,2:06:00,76.6,8.12,-71.3
2024/7/1,2:06:10,76.7,8.13,-71.4
2024/7/1,2:06:20,76.8,8.14,-71.5
2024/7/1,2:06:30,76.9,8.15,-71.6
2024/7/1,2:06:40,77,8.16,-71.7
2024/7/1,2:06:50,77.1,8.17,-71.8
2024/7/1,2:07:00,77.2,8.18,-71.9
2024/7/1,2:07:10,77.3,8.19,-72
2024/7/1,2:07:20,77.4,8.2,-72.1
2024/7/1,2:07:30,77.5,8.21,-72.2
2024/7/1,2:07:40,77.6,8.22,-72.3
2024/7/1,2:07:50,77.7,8.23,-72.4
2024/7/1,2:08:00,77.8,8.24,-72.5
2024/7/1,2:08:10,77.9,8.25,-72.6
2024/7/1,2:08:20,78,8.26,-72.7
2024/7/1,2:08:30,78.1,8.27,-72.8
2024/7/1,2:08:40,78.2,8.28,-72.9
2024/7/1,2:08:50,78.3,8.29,-73
2024/7/1,2:09:00,78.4,8.3,-73.1
2024/7/1,2:09:10,78.5,8.31,-73.2
2024/7/1,2:09:20,78.6,8.32,-73.3
2024/7/1,2:09:30,78.7,8.33,-73.4
2024/7/1,2:09:40,78.8,8.34,-73.5
2024/7/1,2:09:50,78.9,8.35,-73.6
2024/7/1,2:10:00,79,8.36,-73.7
2024/7/1,2:10:10,79.1,8.37,-73.8
2024/7/1,2:10:20,79.2,8.38,-73.9
2024/7/1,2:10:30,79.3,8.39,-74
2024/7/1,2:10:40,79.4,8.4,-74.1
2024/7/1,2:10:50,79.5,8.41,-74.2
2024/7/1,2:11:00,79.6,8.42,-74.3
2024/7/1,2:11:10,79.7,8.43,-74.4
2024/7/1,2:11:20,79.8,8.44,-74.5
2024/7/1,2:11:30,79.9,8.45,-74.6
2024/7/1,2:11:40,80,8.46,-74.7
2024/7/1,2:11:50,80.1,8.47,-74.8
2024/7/1,2:12:00,80.2,8.48,-74.9
2024/7/1,2:12:10,80.3,8.49,-75
2024/7/1,2:12:20,80.4,8.5,-75.1
2024/7/1,2:12:30,80.5,8.51,-75.2
2024/7/1,2:12:40,80.6,8.52,-75.3
2024/7/1,2:12:50,80.7,8.53,-75.4
2024/7/1,2:13:00,80.8,8.54,-75.5
2024/7/1,2:13:10,80.9,8.55,-75.6
2024/7/1,2:13:20,81,8.56,-75.7
2024/7/1,2:13:30,81.1,8.57,-75.8
2024/7/1,2:13:40,81.2,8.58,-75.9
2024/7/1,2:13:50,81.3,8.59,-76
2024/7/1,2:14:00,81.4,8.6,-76.1
2024/7/1,2:14:10,81.5,8.61,-76.2
2024/7/1,2:14:20,81.6,8.62,-76.3
2024/7/1,2:14:30,81.7,8.63,-76.4
2024/7/1,2:14:40,81.8,8.64,-76.5
2024/7/1,2:14:50,81.9,8.65,-76.6
2024/7/1,2:15:00,82,8.66,-76.7
2024/7/1,2:15:10,82.1,8.67,-76.8
2024/7/1,2:15:20,82.2,8.68,-76.9
2024/7/1,2:15:30,82.3,8.69,-77
2024/7/1,2:15:40,82.4,8.7,-77.1
2024/7/1,2:15:50,82.5,8.71,-77.2
2024/7/1,2:16:00,82.6,8.72,-77.3
2024/7/1,2:16:10,82.7,8.73,-77.4
2024/7/1,2:16:20,82.8,8.74,-77.5
2024/7/1,2:16:30,82.9,8.75,-77.6
2024/7/1,2:16:40,83,8.76,-77.7
2024/7/1,2:16:50,83.1,8.77,-77.8
2024/7/1,2:17:00,83.2,8.78,-77.9
2024/7/1,2:17:10,83.3,8.79,-78
2024/7/1,2:17:20,83.4,8.8,-78.1
2024/7/1,2:17:30,83.5,8.81,-78.2
2024/7/1,2:17:40,83.6,8.82,-78.3
2024/7/1,2:17:50,83.7,8.83,-78.4
2024/7/1,2:18:00,83.8,8.84,-78.5
2024/7/1,2:18:10,83.9,8.85,-78.6
2024/7/1,2:18:20,84,8.86,-78.7
2024/7/1,2:18:30,84.1,8.87,-78.8
2024/7/1,2:18:40,84.2,8.88,-78.9
2024/7/1,2:18:50,84.3,8.89,-79
2024/7/1,2:19:00,84.4,8.9,-79.1
2024/7/1,2:19:10,84.5,8.91,-79.2
2024/7/1,2:19:20,84.6,8.92,-79.3
2024/7/1,2:19:30,84.7,8.93,-79.4
2024/7/1,2:19:40,84.8,8.94,-79.5
2024/7/1,2:19:50,84.9,8.95,-79.6
2024/7/1,2:20:00,85,8.96,-79.7
2024/7/1,2:20:10,85.1,8.97,-79.8
2024/7/1,2:20:20,85.2,8.98,-79.9
2024/7/1,2:20:30,85.3,8.99,-80
2024/7/1,2:20:40,85.4,9,-80.1
2024/7/1,2:20:50,85.5,9.01,-80.2
2024/7/1,2:21:00,85.6,9.02,-80.3
2024/7/1,2:21:10,85.7,9.03,-80.4
2024/7/1,2:21:20,85.8,9.04,-80.5
2024/7/1,2:21:30,85.9,9.05,-80.6
2024/7/1,2:21:40,86,9.06,-80.7
2024/7/1,2:21:50,86.1,9.07,-80.8
2024/7/1,2:22:00,86.2,9.08,-80.9
2024/7/1,2:22:10,86.3,9.09,-81
2024/7/1,2:22:20,86.4,9.1,-81.1
2024/7/1,2:22:30,86.5,9.11,-81.2
2024/7/1,2:22:40,86.6,9.12,-81.3
2024/7/1,2:22:50,86.7,9.13,-81.4
2024/7/1,2:23:00,86.8,9.14,-81.5
2024/7/1,2:23:10,86.9,9.15,-81.6
2024/7/1,2:23:20,87,9.16,-81.7
2024/7/1,2:23:30,87.1,9.17,-81.8
2024/7/1,2:23:40,87.2,9.18,-81.9
2024/7/1,2:23:50,87.3,9.19,-82
2024/7/1,2:24:00,87.4,9.2,-82.1
2024/7/1,2:24:10,87.5,9.21,-82.2
2024/7/1,2:24:20,87.6,9.22,-82.3
2024/7/1,2:24:30,87.7,9.23,-82.4
2024/7/1,2:24:40,87.8,9.24,-82.5
2024/7/1,2:24:50,87.9,9.25,-82.6
2024/7/1,2:25:00,88,9.26,-82.7
2024/7/1,2:25:10,88.1,9.27,-82.8
2024/7/1,2:25:20,88.2,9.28,-82.9
2024/7/1,2:25:30,88.3,9.29,-83
2024/7/1,2:25:40,88.4,9.3,-83.1
2024/7/1,2:25:50,88.5,9.31,-83.2
2024/7/1,2:26:00,88.6,9.32,-83.3
2024/7/1,2:26:10,88.7,9.33,-83.4
2024/7/1,2:26:20,88.8,9.34,-83.5
2024/7/1,2:26:30,88.9,9.35,-83.6
2024/7/1,2:26:40,89,9.36,-83.7
2024/7/1,2:26:50,89.1,9.37,-83.8
2024/7/1,2:27:00,89.2,9.38,-83.9
2024/7/1,2:27:10,89.3,9.39,-84
2024/7/1,2:27:20,89.4,9.4,-84.1
2024/7/1,2:27:30,89.5,9.41,-84.2
2024/7/1,2:27:40,89.6,9.42,-84.3
2024/7/1,2:27:50,89.7,9.43,-84.4
2024/7/1,2:28:00,89.8,9.44,-84.5
2024/7/1,2:28:10,89.9,9.45,-84.6
2024/7/1,2:28:20,90,9.46,-84.7
2024/7/1,2:28:30,90.1,9.47,-84.8
2024/7/1,2:28:40,90.2,9.48,-84.9
2024/7/1,2:28:50,90.3,9.49,-85
2024/7/1,2:29:00,90.4,9.5,-85.1
2024/7/1,2:29:10,90.5,9.51,-85.2
2024/7/1,2:29:20,90.6,9.52,-85.3
2024/7/1,2:29:30,90.7,9.53,-85.4
2024/7/1,2:29:40,90.8,9.54,-85.5
2024/7/1,2:29:50,90.9,9.55,-85.6
2024/7/1,2:30:00,91,9.56,-85.7
2024/7/1,2:30:10,91.1,9.57,-85.8
2024/7/1,2:30:20,91.2,9.58,-85.9
2024/7/1,2:30:30,91.3,9.59,-86
2024/7/1,2:30:40,91.4,9.6,-86.1
2024/7/1,2:30:50,91.5,9.61,-86.2
2024/7/1,2:31:00,91.6,9.62,-86.3
2024/7/1,2:31:10,91.7,9.63,-86.4
2024/7/1,2:31:20,91.8,9.64,-86.5
2024/7/1,2:31:30,91.9,9.65,-86.6
2024/7/1,2:31:40,92,9.66,-86.7
2024/7/1,2:31:50,92.1,9.67,-86.8
2024/7/1,2:32:00,92.2,9.68,-86.9
2024/7/1,2:32:10,92.3,9.69,-87
2024/7/1,2:32:20,92.4,9.7,-87.1
2024/7/1,2:32:30,92.5,9.71,-87.2
2024/7/1,2:32:40,92.6,9.72,-87.3
2024/7/1,2:32:50,92.7,9.73,-87.4
2024/7/1,2:33:00,92.8,9.74,-87.5
2024/7/1,2:33:10,92.9,9.75,-87.6
2024/7/1,2:33:20,93,9.76,-87.7
2024/7/1,2:33:30,93.1,9.77,-87.8
2024/7/1,2:33:40,93.2,9.78,-87.9
2024/7/1,2:33:50,93.3,9.79,-88
2024/7/1,2:34:00,93.4,9.8,-88.1
2024/7/1,2:34:10,93.5,9.81,-88.2
2024/7/1,2:34:20,93.6,9.82,-88.3
2024/7/1,2:34:30,93.7,9.83,-88.4
2024/7/1,2:34:40,93.8,9.84,-88.5
2024/7/1,2:34:50,93.9,9.85,-88.6
2024/7/1,2:35:00,94,9.86,-88.7
2024/7/1,2:35:10,94.1,9.87,-88.8
2024/7/1,2:35:20,94.2,9.88,-88.9
2024/7/1,2:35:30,94.3,9.89,-89
2024/7/1,2:35:40,94.4,9.9,-89.1
2024/7/1,2:35:50,94.5,9.91,-89.2
2024/7/1,2:36:00,94.6,9.92,-89.3
2024/7/1,2:36:10,94.7,9.93,-89.4
2024/7/1,2:36:20,94.8,9.94,-89.5
2024/7/1,2:36:30,94.9,9.95,-89.6
2024/7/1,2:36:40,95,9.96,-89.7
2024/7/1,2:36:50,95.1,9.97,-89.8
2024/7/1,2:37:00,95.2,9.98,-89.9
2024/7/1,2:37:10,95.3,9.99,-90
2024/7/1,2:37:20,95.4,10,-90.1
2024/7/1,2:37:30,95.5,10.01,-90.2
2024/7/1,2:37:40,95.6,10.02,-90.3
2024/7/1,2:37:50,95.7,10.03,-90.4
2024/7/1,2:38:00,95.8,10.04,-90.5
2024/7/1,2:38:10,95.9,10.05,-90.6
2024/7/1,2:38:20,96,10.06,-90.7
2024/7/1,2:38:30,96.1,10.07,-90.8
2024/7/1,2:38:40,96.2,10.08,-90.9
2024/7/1,2:38:50,96.3,10.09,-91
2024/7/1,2:39:00,96.4,10.1,-91.1
2024/7/1,2:39:10,96.5,10.11,-91.2
2024/7/1,2:39:20,96.6,10.12,-91.3
2024/7/1,2:39:30,96.7,10.13,-91.4
2024/7/1,2:39:40,96.8,10.14,-91.5
2024/7/1,2:39:50,96.9,10.15,-91.6
2024/7/1,2:40:00,97,10.16,-91.7
2024/7/1,2:40:10,97.1,10.17,-91.8
2024/7/1,2:40:20,97.2,10.18,-91.9
2024/7/1,2:40:30,97.3,10.19,-92
2024/7/1,2:40:40,97.4,10.2,-92.1
2024/7/1,2:40:50,97.5,10.21,-92.2
2024/7/1,2:41:00,97.6,10.22,-92.3
2024/7/1,2:41:10,97.7,10.23,-92.4
2024/7/1,2:41:20,97.8,10.24,-92.5
2024/7/1,2:41:30,97.9,10.25,-92.6
2024/7/1,2:41:40,98,10.26,-92.7
2024/7/1,2:41:50,98.1,10.27,-92.8
2024/7/1,2:42:00,98.2,10.28,-92.9
2024/7/1,2:42:10,98.3,10.29,-93
2024/7/1,2:42:20,98.4,10.3,-93.1
2024/7/1,2:42:30,98.5,10.31,-93.2
2024/7/1,2:42:40,98.6,10.32,-93.3
2024/7/1,2:42:50,98.7,10.33,-93.4
2024/7/1,2:43:00,98.8,10.34,-93.5
2024/7/1,2:43:10,98.9,10.35,-93.6
2024/7/1,2:43:20,99,10.36,-93.7
2024/7/1,2:43:30,99.1,10.37,-93.8
2024/7/1,2:43:40,99.2,10.38,-93.9
2024/7/1,2:43:50,99.3,10.39,-94
2024/7/1,2:44:00,99.4,10.4,-94.1
2024/7/1,2:44:10,99.5,10.41,-94.2
2024/7/1,2:44:20,99.6,10.42,-94.3
2024/7/1,2:44:30,99.7,10.43,-94.4
2024/7/1,2:44:40,99.8,10.44,-94.5
2024/7/1,2:44:50,99.9,10.45,-94.6
2024/7/1,2:45:00,100,10.46,-94.7
2024/7/1,2:45:10,100.1,10.47,-94.8
2024/7/1,2:45:20,100.2,10.48,-94.9
2024/7/1,2:45:30,100.3,10.49,-95
2024/7/1,2:45:40,100.4,10.5,-95.1
2024/7/1,2:45:50,100.5,10.51,-95.2
2024/7/1,2:46:00,100.6,10.52,-95.3
2024/7/1,2:46:10,100.7,10.53,-95.4
2024/7/1,2:46:20,100.8,10.54,-95.5
2024/7/1,2:46:30,100.9,10.55,-95.6
2024/7/1,2:46:40,101,10.56,-95.7
2024/7/1,2:46:50,101.1,10.57,-95.8
2024/7/1,2:47:00,101.2,10.58,-95.9
2024/7/1,2:47:10,101.3,10.59,-96
2024/7/1,2:47:20,101.4,10.6,-96.1
2024/7/1,2:47:30,101.5,10.61,-96.2
2024/7/1,2:47:40,101.6,10.62,-96.3
2024/7/1,2:47:50,101.7,10.63,-96.4
2024/7/1,2:48:00,101.8,10.64,-96.5
2024/7/1,2:48:10,101.9,10.65,-96.6
2024/7/1,2:48:20,102,10.66,-96.7
2024/7/1,2:48:30,102.1,10.67,-96.8
2024/7/1,2:48:40,102.2,10.68,-96.9
2024/7/1,2:48:50,102.3,10.69,-97
2024/7/1,2:49:00,102.4,10.7,-97.1
2024/7/1,2:49:10,102.5,10.71,-97.2
2024/7/1,2:49:20,102.6,10.72,-97.3
2024/7/1,2:49:30,102.7,10.73,-97.4
2024/7/1,2:49:40,102.8,10.74,-97.5
2024/7/1,2:49:50,102.9,10.75,-97.6
2024/7/1,2:50:00,103,10.76,-97.7
2024/7/1,2:50:10,103.1,10.77,-97.8
2024/7/1,2:50:20,103.2,10.78,-97.9
2024/7/1,2:50:30,103.3,10.79,-98
2024/7/1,2:50:40,103.4,10.8,-98.1
2024/7/1,2:50:50,103.5,10.81,-98.2
2024/7/1,2:51:00,103.6,10.82,-98.3
2024/7/1,2:51:10,103.7,10.83,-98.4
2024/7/1,2:51:20,103.8,10.84,-98.5
2024/7/1,2:51:30,103.9,10.85,-98.6
2024/7/1,2:51:40,104,10.86,-98.7
2024/7/1,2:51:50,104.1,10.87,-98.8
2024/7/1,2:52:00,104.2,10.88,-98.9
2024/7/1,2:52:10,104.3,10.89,-99
2024/7/1,2:52:20,104.4,10.9,-99.1
2024/7/1,2:52:30,104.5,10.91,-99.2
2024/7/1,2:52:40,104.6,10.92,-99.3
2024/7/1,2:52:50,104.7,10.93,-99.4
2024/7/1,2:53:00,104.8,10.94,-99.5
2024/7/1,2:53:10,104.9,10.95,-99.6
2024/7/1,2:53:20,105,10.96,-99.7
2024/7/1,2:53:30,105.1,10.97,-99.8
2024/7/1,2:53:40,105.2,10.98,-99.9
2024/7/1,2:53:50,105.3,10.99,-100
2024/7/1,2:54:00,105.4,11,-100.1
2024/7/1,2:54:10,105.5,11.01,-100.2
2024/7/1,2:54:20,105.6,11.02,-100.3
2024/7/1,2:54:30,105.7,11.03,-100.4
2024/7/1,2:54:40,105.8,11.04,-100.5
2024/7/1,2:54:50,105.9,11.05,-100.6
2024/7/1,2:55:00,106,11.06,-100.7
2024/7/1,2:55:10,106.1,11.07,-100.8
2024/7/1,2:55:20,106.2,11.08,-100.9
2024/7/1,2:55:30,106.3,11.09,-101
2024/7/1,2:55:40,106.4,11.1,-101.1
2024/7/1,2:55:50,106.5,11.11,-101.2
2024/7/1,2:56:00,106.6,11.12,-101.3
2024/7/1,2:56:10,106.7,11.13,-101.4
2024/7/1,2:56:20,106.8,11.14,-101.5
2024/7/1,2:56:30,106.9,11.15,-101.6
2024/7/1,2:56:40,107,11.16,-101.7
2024/7/1,2:56:50,107.1,11.17,-101.8
2024/7/1,2:57:00,107.2,11.18,-101.9
2024/7/1,2:57:10,107.3,11.19,-102
2024/7/1,2:57:20,107.4,11.2,-102.1
2024/7/1,2:57:30,107.5,11.21,-102.2
2024/7/1,2:57:40,107.6,11.22,-102.3
2024/7/1,2:57:50,107.7,11.23,-102.4
2024/7/1,2:58:00,107.8,11.24,-102.5
2024/7/1,2:58:10,107.9,11.25,-102.6
2024/7/1,2:58:20,108,11.26,-102.7
2024/7/1,2:58:30,108.1,11.27,-102.8
2024/7/1,2:58:40,108.2,11.28,-102.9
2024/7/1,2:58:50,108.3,11.29,-103
2024/7/1,2:59:00,108.4,11.3,-103.1
2024/7/1,2:59:10,108.5,11.31,-103.2
2024/7/1,2:59:20,108.6,11.32,-103.3
2024/7/1,2:59:30,108.7,11.33,-103.4
2024/7/1,2:59:40,108.8,11.34,-103.5
2024/7/1,2:59:50,108.9,11.35,-103.6
2024/7/1,3:00:00,109,11.36,-103.7
2024/7/1,3:00:10,109.1,11.37,-103.8
2024/7/1,3:00:20,109.2,11.38,-103.9
2024/7/1,3:00:30,109.3,11.39,-104
2024/7/1,3:00:40,109.4,11.4,-104.1
2024/7/1,3:00:50,109.5,11.41,-104.2
2024/7/1,3:01:00,109.6,11.42,-104.3
2024/7/1,3:01:10,109.7,11.43,-104.4
2024/7/1,3:01:20,109.8,11.44,-104.5
2024/7/1,3:01:30,109.9,11.45,-104.6
2024/7/1,3:01:40,110,11.46,-104.7
2024/7/1,3:01:50,110.1,11.47,-104.8
2024/7/1,3:02:00,110.2,11.48,-104.9
